GRE,IELTS,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
280.0,,85.0,7.65,14.0,Spring 2020,mit,2
311.0,7.5,,8.45,6.0,Spring 2020,mit,2
323.0,,106.0,8.96,6.0,Fall 2017,mit,2
330.0,,100.0,84.0,24.0,Fall 2018,mit,2
325.0,,109.0,9.2,79.0,Fall 2016,mit,2
319.0,,99.0,8.37,3.0,Fall 2020,utd,2
315.0,,107.0,8.45,1.0,Fall 2020,utd,2
310.0,,105.0,9.01,6.0,Fall 2020,utd,2
321.0,,102.0,8.22,57.0,Fall 2020,utd,2
309.0,7.5,,9.03,1.0,Fall 2020,utd,2
316.0,8.0,,8.921,14.0,Fall 2020,utd,2
314.0,,106.0,8.4,12.0,Fall 2020,utd,2
307.0,7.5,,8.8,6.0,Fall 2020,utd,2
314.0,,93.0,7.71,28.0,Fall 2020,utd,2
312.0,,102.0,8.4,15.0,Fall 2020,utd,2
318.0,,92.0,9.58,0.0,Fall 2020,utd,2
312.0,,97.0,8.47,31.0,Fall 2020,utd,2
306.0,7.0,,8.95,2.0,Fall 2020,utd,2
309.0,,0.0,81.0,36.0,Fall 2020,utd,2
309.0,,96.0,74.36,0.0,Fall 2020,utd,2
314.0,,103.0,8.13,34.0,Fall 2020,utd,2
317.0,7.5,,8.4,0.0,Fall 2020,utd,2
313.0,,110.0,7.1,7.0,Fall 2020,utd,2
311.0,7.5,,8.9,0.0,Fall 2020,utd,2
327.0,,103.0,8.64,24.0,Fall 2020,utd,2
308.0,,92.0,8.31,30.0,Fall 2020,utd,2
312.0,,98.0,8.73,4.0,Fall 2020,utd,2
309.0,7.5,,9.5,6.0,Fall 2020,utd,2
311.0,,90.0,9.31,39.0,Fall 2020,utd,2
321.0,,106.0,7.9,28.0,Fall 2020,utd,2
320.0,,105.0,7.0,28.0,Fall 2020,utd,2
315.0,8.0,,9.12,15.0,Fall 2020,utd,2
319.0,,107.0,8.12,2.0,Fall 2020,utd,2
332.0,,111.0,8.2,142.0,Fall 2020,utd,2
311.0,,104.0,8.84,39.0,Fall 2020,utd,2
312.0,,103.0,8.14,26.0,Fall 2020,utd,2
308.0,,99.0,9.4,51.0,Fall 2020,utd,2
306.0,6.5,,9.63,6.0,Fall 2020,utd,2
313.0,8.5,,9.06,22.0,Fall 2020,utd,2
312.0,7.5,,9.03,0.0,Fall 2020,utd,2
316.0,,105.0,9.32,30.0,Fall 2020,utd,2
310.0,7.0,,8.2,0.0,Fall 2020,utd,2
303.0,7.0,,9.56,0.0,Fall 2020,utd,2
313.0,,103.0,7.58,16.0,Fall 2020,utd,2
313.0,,104.0,8.7,14.0,Fall 2020,utd,2
310.0,,108.0,9.12,15.0,Fall 2020,utd,2
315.0,,110.0,8.52,41.0,Fall 2020,utd,2
318.0,,101.0,9.18,3.0,Fall 2020,utd,2
319.0,,106.0,8.06,25.0,Fall 2020,utd,2
314.0,,93.0,83.0,3.0,Fall 2020,utd,2
313.0,8.0,,9.83,0.0,Fall 2020,utd,2
314.0,,91.0,6.86,23.0,Fall 2020,utd,2
311.0,,100.0,7.54,40.0,Fall 2020,utd,2
308.0,7.5,,9.03,9.0,Fall 2020,utd,2
310.0,6.5,,8.5,0.0,Fall 2020,utd,2
314.0,,101.0,8.45,11.0,Fall 2020,utd,2
313.0,,106.0,8.2,9.0,Fall 2020,utd,2
307.0,,101.0,9.81,4.0,Fall 2020,utd,2
311.0,,98.0,81.0,54.0,Fall 2019,utd,2
317.0,,105.0,8.61,20.0,Fall 2020,utd,2
320.0,,110.0,8.6,32.0,Fall 2020,utd,2
326.0,,117.0,9.6,30.0,Fall 2020,utd,2
307.0,,96.0,9.43,60.0,Fall 2020,utd,2
314.0,,90.0,75.0,0.0,Fall 2020,utd,2
312.0,,98.0,8.8,1.0,Fall 2020,utd,2
308.0,,98.0,82.0,24.0,Fall 2020,utd,2
316.0,,118.0,8.01,0.0,Fall 2020,utd,2
322.0,,114.0,9.3,32.0,Fall 2020,utd,2
310.0,,106.0,9.43,5.0,Fall 2020,utd,2
317.0,,107.0,9.27,0.0,Fall 2020,utd,2
309.0,,96.0,9.31,0.0,Fall 2020,utd,2
311.0,,96.0,9.62,0.0,Fall 2020,utd,2
311.0,,101.0,7.5,6.0,Fall 2020,utd,2
309.0,,101.0,8.25,0.0,Fall 2020,utd,2
300.0,7.0,,8.3,0.0,Fall 2020,utd,2
310.0,7.0,,7.65,55.0,Fall 2020,utd,2
321.0,,114.0,8.1,0.0,Fall 2020,utd,2
315.0,,106.0,8.26,28.0,Fall 2020,utd,2
308.0,6.5,,8.83,12.0,Fall 2020,utd,2
321.0,,105.0,9.22,16.0,Fall 2020,utd,2
310.0,,108.0,8.62,16.0,Fall 2020,utd,2
313.0,,105.0,8.769,0.0,Fall 2020,utd,2
313.0,8.0,,8.3,24.0,Fall 2020,utd,2
311.0,7.5,,8.89,12.0,Fall 2020,utd,2
312.0,8.0,,7.91,5.0,Fall 2020,utd,2
308.0,,107.0,8.98,0.0,Fall 2020,utd,2
311.0,,98.0,8.36,3.0,Fall 2020,utd,2
313.0,,98.0,78.0,13.0,Fall 2020,utd,2
324.0,8.0,,8.11,57.0,Fall 2020,utd,2
316.0,,97.0,87.0,0.0,Fall 2020,utd,2
304.0,7.5,,8.55,2.0,Fall 2020,utd,2
313.0,,93.0,8.66,8.0,Fall 2020,utd,2
314.0,8.0,,8.0,1.0,Fall 2020,utd,2
323.0,,106.0,8.34,2.0,Fall 2020,utd,2
314.0,,91.0,9.28,26.0,Fall 2020,utd,2
316.0,,103.0,7.26,32.0,Fall 2020,utd,2
309.0,,111.0,8.1,0.0,Fall 2021,utd,2
328.0,,113.0,70.45,42.0,Fall 2020,utd,2
321.0,,99.0,8.11,29.0,Fall 2020,utd,2
320.0,,110.0,9.6,22.0,Fall 2020,utd,2
319.0,,104.0,8.67,0.0,Fall 2020,utd,2
320.0,,113.0,8.6,0.0,Fall 2020,utd,2
318.0,,105.0,83.0,13.0,Fall 2020,utd,2
308.0,,95.0,8.66,18.0,Fall 2020,utd,2
320.0,,105.0,7.2,5.0,Fall 2020,utd,2
314.0,,97.0,8.25,26.0,Fall 2020,utd,2
326.0,,110.0,8.75,12.0,Fall 2020,utd,2
311.0,,111.0,8.79,28.0,Fall 2020,utd,2
312.0,,96.0,8.3,0.0,Fall 2020,utd,2
308.0,6.5,,8.62,6.0,Fall 2020,utd,2
325.0,,111.0,8.83,13.0,Fall 2020,utd,2
309.0,,96.0,9.6,1.0,Fall 2020,utd,2
317.0,,106.0,8.43,2.0,Fall 2020,utd,2
319.0,,114.0,8.6,16.0,Fall 2020,utd,2
313.0,,111.0,83.5,29.0,Fall 2020,utd,2
322.0,,106.0,7.0,7.0,Fall 2020,utd,2
313.0,,109.0,8.3,0.0,Fall 2020,utd,2
312.0,,107.0,8.82,1.0,Fall 2020,utd,2
317.0,,102.0,8.22,31.0,Fall 2020,utd,2
318.0,,96.0,8.5,40.0,Fall 2020,utd,2
317.0,,104.0,7.7,15.0,Fall 2020,utd,2
317.0,,98.0,8.97,35.0,Fall 2020,utd,2
308.0,,109.0,8.76,45.0,Fall 2020,utd,2
312.0,,94.0,8.21,8.0,Fall 2019,utd,2
325.0,,104.0,8.82,4.0,Fall 2020,utd,2
